cdp_id,sign_list,number
2834,Ranke BE A 61,218
2834,Schroeder VS 12,202
2834,Schroder VS 15,184
2834,Fossey pp,"960-962, 1078"
2835,UET 2,384d
2835,ARM XV,290
2835,Clay BE A 14,249
2835,Koenig AfO Bei 16,85
2835,Ranke BE A 61,218
2835,Schroeder VS 12,202
2835,Schroder VS 15,184
2835,Fossey pp,"960-962, 1078"
2836,Fossey pp,849-851
2839,UET 2,182
2839,ARM XV,272
2839,Clay BE A 14,275
2839,Ranke BE A 61,145
2839,Schroder VS 15,172
2839,Fossey pp,918-928
2840,UET 2,182
2840,ARM XV,272
2840,Clay BE A 14,275
2840,Ranke BE A 61,145
2840,Schroder VS 15,172
2840,Fossey pp,918-928
2841,UET 2,182
2841,ARM XV,272
2841,Clay BE A 14,275
2841,Ranke BE A 61,145
2841,Fossey pp,918-928
2842,UET 2,182
2842,ARM XV,272
2842,Clay BE A 14,275
2842,Ranke BE A 61,145
2842,Fossey pp,918-928
2843,Schroeder VS 12,185_c
2844,Fossey pp,107-109
2845,Fossey pp,106ff
2846,Fossey pp,673ff
2847,ARM XV,30
2847,Clay BE A 14,212
2847,Ranke BE A 61,172
2847,Schroeder VS 12,22
2847,Schroder VS 15,22
2847,Fossey pp,673
2848,Fossey pp,"267, 294ff"
2857,ARM XV,129
2857,Clay BE A 14,75
2857,Koenig AfO Bei 16,137
2857,Ranke BE A 61,78
2857,Schroeder VS 12,89
2857,Clay BE A 10,62
2857,Schroder VS 15,82
2857,Fossey pp,436-438
2858,ARM XV,129
2858,Clay BE A 14,75
2858,Koenig AfO Bei 16,137
2858,Ranke BE A 61,78
2858,Schroeder VS 12,89
2858,Clay BE A 10,62
2858,Schroder VS 15,82
2858,Fossey pp,436-438
2859,Clay BE A 14,38
2859,Clay BE A 10,31
2859,Fossey pp,"164-166, 160"
2862,Fossey pp,158
2863,Fossey pp,158
2869,Fossey pp,32
2875,Fossey pp,945
2876,UET 2,418
2876,ARM XV,211
2876,Clay BE A 14,73
2876,Koenig AfO Bei 16,88
2876,Ranke BE A 61,175
2876,Schroeder VS 12,146
2876,Schroder VS 15,140
2876,Fossey pp,734-736
2877,UET 2,418
2877,ARM XV,211
2877,Clay BE A 14,73
2877,Koenig AfO Bei 16,88
2877,Ranke BE A 61,175
2877,Schroeder VS 12,146
2877,Schroder VS 15,140
2877,Fossey pp,734-736
2878,UET 2,418
2878,ARM XV,211
2878,Clay BE A 14,73
2878,Koenig AfO Bei 16,88
2878,Ranke BE A 61,175
2878,Schroeder VS 12,146
2878,Schroder VS 15,140
2878,Fossey pp,734-736
2879,UET 2,418
2879,ARM XV,211
2879,Clay BE A 14,73
2879,Koenig AfO Bei 16,88
2879,Ranke BE A 61,175
2879,Schroeder VS 12,146
2879,Schroder VS 15,140
2879,Fossey pp,734-736
2880,UET 2,418
2880,ARM XV,211
2880,Clay BE A 14,73
2880,Koenig AfO Bei 16,88
2880,Ranke BE A 61,175
2880,Schroeder VS 12,146
2880,Schroder VS 15,140
2880,Fossey pp,734-736
2881,UET 2,418
2881,ARM XV,211
2881,Clay BE A 14,73
2881,Koenig AfO Bei 16,88
2881,Ranke BE A 61,175
2881,Schroeder VS 12,146
2881,Schroder VS 15,140
2881,Fossey pp,734-736
2882,UET 2,418
2882,ARM XV,211
2882,Clay BE A 14,73
2882,Koenig AfO Bei 16,88
2882,Ranke BE A 61,175
2882,Schroeder VS 12,146
2882,Schroder VS 15,140
2882,Fossey pp,734-736
2883,UET 2,418
2883,ARM XV,211
2883,Clay BE A 14,73
2883,Koenig AfO Bei 16,88
2883,Ranke BE A 61,175
2883,Schroeder VS 12,146
2883,Schroder VS 15,140
2883,Fossey pp,734-736
2892,Fossey pp,874
2896,UET 2,205
2896,ARM XV,27
2896,Clay BE A 14,15
2896,Koenig AfO Bei 16,88
2896,Ranke BE A 61,9
2896,Schroeder VS 12,20
2896,Clay BE A 10,14
2896,Schroder VS 15,19
2896,Fossey pp,83-94
2897,UET 2,287
2897,ARM XV,27
2897,Clay BE A 14,15
2897,Koenig AfO Bei 16,88
2897,Ranke BE A 61,9
2897,Schroeder VS 12,20
2897,Clay BE A 10,14
2897,Fossey pp,83-94
2898,UET 2,205
2898,ARM XV,27
2898,Clay BE A 14,15
2898,Koenig AfO Bei 16,88
2898,Ranke BE A 61,9
2898,Schroeder VS 12,20
2898,Clay BE A 10,14
2898,Schroder VS 15,19
2898,Fossey pp,83-94
2899,UET 2,287
2899,ARM XV,27
2899,Clay BE A 14,15
2899,Koenig AfO Bei 16,88
2899,Ranke BE A 61,9
2899,Schroeder VS 12,20
2899,Clay BE A 10,14
2899,Fossey pp,83-94
2900,UET 2,205
2900,ARM XV,27
2900,Clay BE A 14,15
2900,Koenig AfO Bei 16,88
2900,Ranke BE A 61,9
2900,Schroeder VS 12,20
2900,Clay BE A 10,14
2900,Schroder VS 15,19
2900,Fossey pp,83-94
2901,UET 2,287
2901,ARM XV,27
2901,Clay BE A 14,15
2901,Koenig AfO Bei 16,88
2901,Ranke BE A 61,9
2901,Schroeder VS 12,20
2901,Clay BE A 10,14
2901,Fossey pp,83-94
2902,UET 2,205
2902,ARM XV,27
2902,Clay BE A 14,15
2902,Koenig AfO Bei 16,88
2902,Ranke BE A 61,9
2902,Schroeder VS 12,20
2902,Clay BE A 10,14
2902,Schroder VS 15,19
2902,Fossey pp,83-94
2903,UET 2,287
2903,ARM XV,27
2903,Clay BE A 14,15
2903,Koenig AfO Bei 16,88
2903,Ranke BE A 61,9
2903,Schroeder VS 12,20
2903,Clay BE A 10,14
2903,Fossey pp,83-94
2904,UET 2,205
2904,ARM XV,27
2904,Clay BE A 14,15
2904,Koenig AfO Bei 16,88
2904,Ranke BE A 61,9
2904,Schroeder VS 12,20
2904,Clay BE A 10,14
2904,Fossey pp,83-94
2905,UET 2,287
2905,ARM XV,27
2905,Clay BE A 14,15
2905,Koenig AfO Bei 16,88
2905,Ranke BE A 61,9
2905,Schroeder VS 12,20
2905,Clay BE A 10,14
2905,Fossey pp,83-94
2906,UET 2,205
2906,ARM XV,27
2906,Clay BE A 14,15
2906,Koenig AfO Bei 16,88
2906,Ranke BE A 61,9
2906,Schroeder VS 12,20
2906,Clay BE A 10,14
2906,Fossey pp,83-94
2907,UET 2,287
2907,ARM XV,27
2907,Clay BE A 14,15
2907,Koenig AfO Bei 16,88
2907,Ranke BE A 61,9
2907,Schroeder VS 12,20
2907,Clay BE A 10,14
2907,Fossey pp,83-94
2908,UET 2,205
2908,ARM XV,27
2908,Clay BE A 14,15
2908,Koenig AfO Bei 16,88
2908,Ranke BE A 61,9
2908,Schroeder VS 12,20
2908,Clay BE A 10,14
2908,Fossey pp,83-94
2909,UET 2,287
2909,ARM XV,27
2909,Clay BE A 14,15
2909,Koenig AfO Bei 16,88
2909,Ranke BE A 61,9
2909,Schroeder VS 12,20
2909,Clay BE A 10,14
2909,Fossey pp,83-94
2910,UET 2,205
2910,ARM XV,27
2910,Clay BE A 14,15
2910,Koenig AfO Bei 16,88
2910,Ranke BE A 61,9
2910,Schroeder VS 12,20
2910,Clay BE A 10,14
2910,Fossey pp,83-94
2911,UET 2,286
2911,ARM XV,27
2911,Clay BE A 14,15
2911,Koenig AfO Bei 16,88
2911,Ranke BE A 61,9
2911,Schroeder VS 12,20
2911,Clay BE A 10,14
2911,Fossey pp,83-94
2912,UET 2,287
2912,ARM XV,27
2912,Clay BE A 14,15
2912,Koenig AfO Bei 16,88
2912,Ranke BE A 61,9
2912,Schroeder VS 12,20
2912,Clay BE A 10,14
2912,Fossey pp,83-94
2913,UET 2,286?
2913,ARM XV,27
2913,Clay BE A 14,15
2913,Koenig AfO Bei 16,88
2913,Ranke BE A 61,9
2913,Schroeder VS 12,20
2913,Clay BE A 10,14
2913,Fossey pp,83-94
2914,UET 2,292
2914,ARM XV,277
2914,Clay BE A 14,238
2914,Ranke BE A 61,220
2914,Schroeder VS 12,192
2914,Schroder VS 15,179
2914,Fossey pp,931ff
2915,UET 2,261
2915,ARM XV,280
2915,Clay BE A 14,242
2915,Fossey pp,934ff
2916,UET 2,261
2916,ARM XV,280
2916,Clay BE A 14,242
2916,Fossey pp,934ff
2917,UET 2,261
2917,ARM XV,280
2917,Clay BE A 14,242
2917,Fossey pp,934ff
2918,UET 2,261
2918,ARM XV,280
2918,Clay BE A 14,242
2918,Fossey pp,934ff
2922,Fossey pp,896
2923,Fossey pp,896
2924,Fossey pp,896
2925,Fossey pp,896
2927,ARM XV,298'
2928,Fossey pp,150-152
2929,ARM XV,136
2929,Clay BE A 10,149
2931,Fossey pp,1027
2933,Fossey pp,780
2934,Fossey pp,529
2935,Fossey pp,779ff
2944,Clay BE A 14,239
2944,Ranke BE A 61,221
2944,Fossey pp,933
2945,Clay BE A 14,239
2945,Ranke BE A 61,221
2945,Fossey pp,933
2946,Clay BE A 14,239
2946,Ranke BE A 61,221
2946,Fossey pp,933
2947,Clay BE A 14,239
2947,Ranke BE A 61,221
2947,Fossey pp,933
2948,Clay BE A 14,239
2948,Ranke BE A 61,221
2948,Fossey pp,933
2949,Clay BE A 14,239
2949,Ranke BE A 61,221
2949,Fossey pp,933
2950,Fossey pp,1036
2951,Clay BE A 14,98
2951,Ranke BE A 61,71
2951,Fossey pp,266
2952,Clay BE A 14,98
2952,Ranke BE A 61,71
2952,Fossey pp,266
2953,Clay BE A 14,98
2953,Ranke BE A 61,71
2953,Fossey pp,266
2954,ARM XV,82
2954,Ranke BE A 61,71
2954,Fossey pp,266
2955,Ranke BE A 61,71
2955,Fossey pp,266
2956,Ranke BE A 61,71
2956,Fossey pp,266
2957,Ranke BE A 61,71
2957,Fossey pp,266
2958,Ranke BE A 61,71
2958,Fossey pp,266
2959,Ranke BE A 61,71
2959,Fossey pp,266
2960,Ranke BE A 61,71
2960,Fossey pp,266
2961,Ranke BE A 61,71
2961,Fossey pp,266
2962,Ranke BE A 61,71
2962,Fossey pp,266
2965,UET 2,120
2965,Clay BE A 14,202
2965,Koenig AfO Bei 16,91
2965,Ranke BE A 61,186
2965,Schroeder VS 12,172
2965,Schroder VS 15,159
2965,Fossey pp,845-849
2966,UET 2,120
2966,Clay BE A 14,202
2966,Koenig AfO Bei 16,91
2966,Ranke BE A 61,186
2966,Schroeder VS 12,172
2966,Schroder VS 15,159
2966,Fossey pp,845-849
2967,UET 2,120
2967,ARM XV,254
2967,Clay BE A 14,202
2967,Koenig AfO Bei 16,91
2967,Schroeder VS 12,172
2967,Schroder VS 15,159
2967,Fossey pp,845-849
2968,UET 2,120
2968,ARM XV,254
2968,Clay BE A 14,202
2968,Koenig AfO Bei 16,91
2968,Schroeder VS 12,172
2968,Schroder VS 15,159
2968,Fossey pp,845-849
2969,UET 2,120
2969,ARM XV,254
2969,Clay BE A 14,202
2969,Koenig AfO Bei 16,91
2969,Schroeder VS 12,172
2969,Schroder VS 15,159
2969,Fossey pp,845-849
2970,UET 2,120
2970,Clay BE A 14,202
2970,Koenig AfO Bei 16,91
2970,Schroeder VS 12,172
2970,Schroder VS 15,159
2970,Fossey pp,845-849
2975,UET 2,201
2976,UET 2,201
2983,UET 2,131
2983,ARM XV,31
2983,Clay BE A 14,211
2983,Koenig AfO Bei 16,92
2983,Ranke BE A 61,170
2983,Schroeder VS 12,23
2983,Schroder VS 15,23
2983,Fossey pp,112-120
2985,Fossey pp,385
2986,Fossey pp,888-890
2987,UET 2,677
2987,Fossey pp,832
2989,Fossey pp,547
2994,Schroeder VS 12,134
2994,Schroder VS 15,111
2994,Fossey pp,673-675
2995,Schroeder VS 12,134
2995,Schroder VS 15,111
2995,Fossey pp,673-675
3000,Fossey pp,832
3011,Ranke BE A 61,176
3011,Schroeder VS 12,153
3011,Fossey pp,762
3014,UET 2,264
3014,ARM XV,292
3014,Clay BE A 14,246
3014,Koenig AfO Bei 16,97
3014,Ranke BE A 61,219
3014,Schroeder VS 12,203
3014,Schroder VS 15,185
3014,Fossey pp,967-970
3015,UET 2,264
3015,ARM XV,292
3015,Clay BE A 14,246
3015,Koenig AfO Bei 16,197
3015,Ranke BE A 61,219
3015,Schroeder VS 12,203
3015,Schroder VS 15,185
3015,Fossey pp,967-970
3016,UET 2,272
3016,ARM XV,292
3016,Clay BE A 14,246
3016,Koenig AfO Bei 16,97
3016,Ranke BE A 61,219
3016,Schroeder VS 12,203
3016,Schroder VS 15,185
3016,Fossey pp,967-970
3017,UET 2,272
3017,ARM XV,292
3017,Clay BE A 14,246
3017,Koenig AfO Bei 16,197
3017,Ranke BE A 61,219
3017,Schroeder VS 12,203
3017,Schroder VS 15,185
3017,Fossey pp,967-970
3018,UET 2,264
3018,ARM XV,292
3018,Clay BE A 14,246
3018,Koenig AfO Bei 16,97
3018,Ranke BE A 61,219
3018,Schroeder VS 12,203
3018,Schroder VS 15,185
3018,Fossey pp,967-970
3019,UET 2,264
3019,ARM XV,292
3019,Clay BE A 14,246
3019,Koenig AfO Bei 16,197
3019,Ranke BE A 61,219
3019,Schroeder VS 12,203
3019,Schroder VS 15,185
3019,Fossey pp,967-970
3020,UET 2,272
3020,ARM XV,292
3020,Clay BE A 14,246
3020,Koenig AfO Bei 16,97
3020,Ranke BE A 61,219
3020,Schroeder VS 12,203
3020,Schroder VS 15,185
3020,Fossey pp,967-970
3021,UET 2,272
3021,ARM XV,292
3021,Clay BE A 14,246
3021,Koenig AfO Bei 16,197
3021,Ranke BE A 61,219
3021,Schroeder VS 12,203
3021,Schroder VS 15,185
3021,Fossey pp,967-970
3022,UET 2,264
3022,ARM XV,292
3022,Clay BE A 14,246
3022,Koenig AfO Bei 16,97
3022,Ranke BE A 61,219
3022,Schroeder VS 12,203
3022,Schroder VS 15,185
3022,Fossey pp,967-970
3023,UET 2,264
3023,ARM XV,292
3023,Clay BE A 14,246
3023,Koenig AfO Bei 16,197
3023,Ranke BE A 61,219
3023,Schroeder VS 12,203
3023,Schroder VS 15,185
3023,Fossey pp,967-970
3024,UET 2,272
3024,ARM XV,292
3024,Clay BE A 14,246
3024,Koenig AfO Bei 16,97
3024,Ranke BE A 61,219
3024,Schroeder VS 12,203
3024,Schroder VS 15,185
3024,Fossey pp,967-970
3025,UET 2,272
3025,ARM XV,292
3025,Clay BE A 14,246
3025,Koenig AfO Bei 16,197
3025,Ranke BE A 61,219
3025,Schroeder VS 12,203
3025,Schroder VS 15,185
3025,Fossey pp,967-970
3026,UET 2,236
3026,ARM XV,180
3026,Clay BE A 14,16
3026,Ranke BE A 61,44
3026,Schroeder VS 12,130
3026,Clay BE A 10,50
3026,Schroder VS 15,121
3026,Fossey pp,631-637
3035,Fossey pp,638
3038,UET 2,288
3038,Fossey pp,"690ff, 1076"
3039,UET 2,288
3039,Fossey pp,"690ff, 1076"
3043,Fossey pp,391
3045,ARM XV,112
3045,Clay BE A 14,89
3045,Ranke BE A 61,74
3045,Schroeder VS 12,81
3045,Clay BE A 10,78
3045,Schroder VS 15,72
3045,Fossey pp,"361-375, 1075"
3050,UET 2,92
3050,ARM XV,172
3050,Clay BE A 14,141
3050,Koenig AfO Bei 16,89
3050,Ranke BE A 61,115
3050,Schroeder VS 12,126
3050,Schroder VS 15,109
3050,Fossey pp,598-601
3051,UET 2,92
3051,ARM XV,172
3051,Clay BE A 14,141
3051,Koenig AfO Bei 16,89
3051,Ranke BE A 61,115
3051,Schroeder VS 12,126
3051,Schroder VS 15,115
3051,Fossey pp,598-601
3052,UET 2,92
3052,ARM XV,172
3052,Clay BE A 14,141
3052,Koenig AfO Bei 16,112
3052,Ranke BE A 61,115
3052,Schroeder VS 12,126
3052,Clay BE A 10,119
3052,Schroder VS 15,115
3052,Fossey pp,598-601
3053,UET 2,92
3053,ARM XV,172
3053,Clay BE A 14,141
3053,Koenig AfO Bei 16,112
3053,Ranke BE A 61,115
3053,Schroeder VS 12,126
3053,Schroder VS 15,109
3053,Fossey pp,598-601
3055,Koenig AfO Bei 16,148
3055,Ranke BE A 61,213
3055,Fossey pp,994-997
3056,UET 2,160
3056,ARM XV,207
3056,Clay BE A 14,234
3056,Ranke BE A 61,195
3056,Fossey pp,"718-723, 1076, 1085"
3057,UET 2,160
3057,ARM XV,207
3057,Clay BE A 14,234
3057,Ranke BE A 61,195
3057,Schroder VS 15,138
3057,Fossey pp,"718-723, 1076, 1085"
3058,UET 2,160
3058,ARM XV,207
3058,Clay BE A 14,234
3058,Ranke BE A 61,195
3058,Fossey pp,"718-723, 1076, 1085"
3060,Fossey pp,831ff
3061,Fossey pp,831ff
3062,UET 2,123
3062,ARM XV,307
3062,Clay BE A 14,200
3062,Ranke BE A 61,183
3062,Schroeder VS 12,214
3062,Schroder VS 15,197
3062,Fossey pp,1019-1023
3066,ARM XV,193
3066,Clay BE A 14,152
3066,Koenig AfO Bei 16,98
3066,Ranke BE A 61,125
3066,Schroeder VS 12,138
3066,Clay BE A 10,130
3066,Schroder VS 15,128
3066,Fossey pp,680-683
3067,UET 2,28
3067,ARM XV,193
3067,Clay BE A 14,152
3067,Koenig AfO Bei 16,98
3067,Ranke BE A 61,125
3067,Schroeder VS 12,138
3067,Clay BE A 10,130
3067,Schroder VS 15,128
3067,Fossey pp,680-683
3068,ARM XV,88
3068,Clay BE A 14,48
3068,Ranke BE A 61,31
3068,Schroeder VS 12,61
3068,Fossey pp,282-284
3071,Fossey pp,51
3072,Fossey pp,46
3075,ARM XV,29
3075,Clay BE A 14,14
3075,Koenig AfO Bei 16,99
3075,Ranke BE A 61,8
3075,Schroeder VS 12,21
3075,Clay BE A 10,13
3075,Schroder VS 15,21
3075,Fossey pp,97-104
3076,ARM XV,29
3076,Clay BE A 14,14
3076,Koenig AfO Bei 16,99
3076,Ranke BE A 61,8
3076,Schroeder VS 12,21
3076,Clay BE A 10,13
3076,Schroder VS 15,21
3076,Fossey pp,97-104
3078,ARM XV,274
3078,Clay BE A 14,194
3078,Koenig AfO Bei 16,101
3078,Schroeder VS 12,187
3078,Schroder VS 15,174
3078,Fossey pp,"929, 1062, 1072"
3079,UET 2,78
3079,ARM XV,162
3079,Clay BE A 14,138
3079,Koenig AfO Bei 16,102
3079,Ranke BE A 61,107
3079,Schroeder VS 12,119
3079,Clay BE A 10,93
3079,Schroder VS 15,107
3079,Fossey pp,550ff
3080,UET 2,78
3080,ARM XV,162
3080,Clay BE A 14,138
3080,Koenig AfO Bei 16,102
3080,Ranke BE A 61,107
3080,Schroeder VS 12,119
3080,Clay BE A 10,93
3080,Schroder VS 15,107
3080,Fossey pp,550ff
3084,UET 2,45
3084,ARM XV,47a
3084,Clay BE A 14,35
3084,Ranke BE A 61,22
3084,Clay BE A 10,30
3084,Fossey pp,"157, 1058"
3085,UET 2,45
3085,ARM XV,47a
3085,Clay BE A 14,35
3085,Ranke BE A 61,22
3085,Clay BE A 10,30
3085,Fossey pp,"157, 1058"
3086,UET 2,45
3086,ARM XV,47a
3086,Clay BE A 14,35
3086,Ranke BE A 61,22
3086,Clay BE A 10,30
3086,Fossey pp,"157, 1058"
3089,UET 2,46
3089,ARM XV,50
3089,Clay BE A 14,37
3089,Koenig AfO Bei 16,104
3089,Ranke BE A 61,24
3089,Clay BE A 10,35
3089,Fossey pp,163ff
3097,Schroeder VS 12,112
3103,UET 2,289
3103,ARM XV,287
3103,Clay BE A 14,236
3103,Koenig AfO Bei 16,105
3103,Ranke BE A 61,206
3103,Schroeder VS 12,199
3103,Schroder VS 15,181
3103,Fossey pp,954
3104,UET 2,289
3104,ARM XV,287
3104,Clay BE A 14,236
3104,Koenig AfO Bei 16,105
3104,Ranke BE A 61,206
3104,Schroeder VS 12,199
3104,Schroder VS 15,181
3104,Fossey pp,954
3105,Fossey pp,232
3109,Fossey pp,231
3115,Fossey pp,945
3119,Fossey pp,288
3121,Fossey pp,288
3122,Fossey pp,46
3124,UET 2,325
3124,Fossey pp,525
3125,UET 2,325
3125,Fossey pp,525
3126,Fossey pp,520ff
3129,Ranke BE A 61,106
3130,ARM XV,288
3130,Clay BE A 14,237
3130,Koenig AfO Bei 16,106
3130,Ranke BE A 61,207
3130,Schroeder VS 12,200
3130,Schroder VS 15,182
3130,Fossey pp,954-957
3133,Fossey pp,835
3134,UET 2,173
3134,ARM XV,248
3134,Clay BE A 14,174
3134,Koenig AfO Bei 16,107
3134,Ranke BE A 61,148
3134,Schroeder VS 12,168
3134,Clay BE A 10,152
3134,Schroder VS 15,158
3134,Fossey pp,835-837
3137,Koenig AfO Bei 16,26
3137,Schroeder VS 12,217
3137,Schroder VS 15,199
3141,ARM XV,198
3141,Clay BE A 10,145
3141,Fossey pp,"695-698, 1050"
3142,UET 2,109
3142,ARM XV,198
3142,Clay BE A 10,145
3142,Fossey pp,"695-698, 1050"
3143,ARM XV,198
3143,Ranke BE A 61,122
3143,Clay BE A 10,145
3143,Fossey pp,"695-698, 1050"
3144,UET 2,109
3144,ARM XV,198
3144,Ranke BE A 61,122
3144,Clay BE A 10,145
3144,Fossey pp,"695-698, 1050"
3148,UET 2,26
3148,ARM XV,35
3148,Clay BE A 14,26
3148,Koenig AfO Bei 16,108
3148,Ranke BE A 61,16
3148,Schroeder VS 12,25
3148,Clay BE A 10,28
3148,Schroder VS 15,25
3148,Fossey pp,123-127
3149,UET 2,37
3149,Clay BE A 14,40
3149,Koenig AfO Bei 16,110
3149,Schroeder VS 12,39
3149,Clay BE A 10,37
3149,Schroder VS 15,38
3149,Fossey pp,189ff
3151,Fossey pp,780
3152,Fossey pp,780
3153,Fossey pp,780
3154,Fossey pp,780
3161,Clay BE A 14,9
3161,Clay BE A 10,7
3161,Fossey pp,2ff
3162,Fossey pp,281
3165,UET 2,8
3165,Clay BE A 14,62
3165,Clay BE A 10,55
3165,Fossey pp,298ff
3166,UET 2,8
3166,Clay BE A 14,62
3166,Clay BE A 10,55
3166,Fossey pp,298ff
3168,UET 2,410
3168,Clay BE A 14,25
3168,Schroeder VS 12,48
3168,Clay BE A 10,25
3168,Fossey pp,221-223
3169,UET 2,410
3169,Clay BE A 14,25
3169,Schroeder VS 12,48
3169,Clay BE A 10,25
3169,Fossey pp,221-223
3170,UET 2,410
3170,Clay BE A 14,25
3170,Schroeder VS 12,48
3170,Clay BE A 10,25
3170,Fossey pp,221-223
3171,Clay BE A 14,25
3171,Schroeder VS 12,48
3171,Clay BE A 10,25
3171,Fossey pp,221-223
3172,Clay BE A 14,25
3172,Schroeder VS 12,48
3172,Clay BE A 10,25
3172,Fossey pp,221-223
3173,Clay BE A 14,25
3173,Schroeder VS 12,48
3173,Clay BE A 10,25
3173,Fossey pp,221-223
3174,Clay BE A 14,25
3174,Schroeder VS 12,48
3174,Clay BE A 10,25
3174,Fossey pp,221-223
3175,Clay BE A 14,25
3175,Schroeder VS 12,48
3175,Clay BE A 10,25
3175,Fossey pp,221-223
3176,Clay BE A 14,25
3176,Schroeder VS 12,48
3176,Clay BE A 10,25
3176,Fossey pp,221-223
3177,Clay BE A 14,25
3177,Schroeder VS 12,48
3177,Clay BE A 10,25
3177,Fossey pp,221-223
3178,Clay BE A 14,25
3178,Schroeder VS 12,48
3178,Clay BE A 10,25
3178,Fossey pp,221-223
3179,Clay BE A 14,25
3179,Schroeder VS 12,48
3179,Clay BE A 10,25
3179,Fossey pp,221-223
3180,Clay BE A 14,25
3180,Schroeder VS 12,48
3180,Clay BE A 10,25
3180,Fossey pp,221-223
3181,Clay BE A 14,25
3181,Schroeder VS 12,48
3181,Clay BE A 10,25
3181,Fossey pp,221-223
3182,Clay BE A 14,25
3182,Schroeder VS 12,48
3182,Clay BE A 10,25
3182,Fossey pp,221-223
3186,Fossey pp,"987, 823"
3187,Fossey pp,"987, 823"
3191,Fossey pp,987
3199,Fossey pp,766
3201,Clay BE A 14,148
3201,Schroeder VS 12,135
3203,Fossey pp,46
3211,UET 2,152
3211,Clay BE A 14,207
3211,Ranke BE A 61,167
3211,Schroeder VS 12,150
3211,Fossey pp,"746-749, 1077"
3212,UET 2,152
3212,Clay BE A 14,207
3212,Ranke BE A 61,167
3212,Schroeder VS 12,150
3212,Fossey pp,"746-749, 1077"
3215,ARM XV,74
3215,Clay BE A 14,45a
3215,Ranke BE A 61,30
3215,Fossey pp,243ff
3216,UET 2,249
3216,Clay BE A 14,45
3216,Koenig AfO Bei 16,117
3216,Ranke BE A 61,32
3216,Schroeder VS 12,52
3216,Schroder VS 15,49
3216,Fossey pp,244-247
3217,UET 2,249
3217,Clay BE A 14,45
3217,Koenig AfO Bei 16,117
3217,Ranke BE A 61,32
3217,Schroeder VS 12,52
3217,Schroder VS 15,49
3217,Fossey pp,244-247
3220,Fossey pp,947
3224,UET 2,22
3224,ARM XV,43
3224,Clay BE A 14,34
3224,Koenig AfO Bei 16,111
3224,Ranke BE A 61,19
3224,Schroeder VS 12,30
3224,Clay BE A 10,27
3224,Schroder VS 15,30
3224,Fossey pp,142-149
3225,UET 2,22
3225,ARM XV,43
3225,Clay BE A 14,34
3225,Koenig AfO Bei 16,111
3225,Ranke BE A 61,19
3225,Schroeder VS 12,30
3225,Clay BE A 10,27
3225,Schroder VS 15,30
3225,Fossey pp,142-149
3226,UET 2,22
3226,ARM XV,43
3226,Clay BE A 14,34
3226,Koenig AfO Bei 16,111
3226,Ranke BE A 61,19
3226,Schroeder VS 12,30
3226,Clay BE A 10,27
3226,Schroder VS 15,30
3226,Fossey pp,142-149
3227,UET 2,22
3227,ARM XV,43
3227,Clay BE A 14,34
3227,Koenig AfO Bei 16,111
3227,Ranke BE A 61,19
3227,Schroeder VS 12,30
3227,Clay BE A 10,27
3227,Schroder VS 15,30
3227,Fossey pp,142-149
3229,UET 2,155
3229,Clay BE A 14,197
3229,Ranke BE A 61,163
3229,Schroeder VS 12,170
3229,Fossey pp,840-842
3230,UET 2,155
3230,Clay BE A 14,197
3230,Ranke BE A 61,163
3230,Schroeder VS 12,170
3230,Fossey pp,840-842
3231,UET 2,155
3231,Clay BE A 14,197
3231,Ranke BE A 61,163
3231,Schroeder VS 12,170
3231,Fossey pp,840-842
3232,ARM XV,143
3232,Clay BE A 14,18
3232,Ranke BE A 61,42
3232,Schroeder VS 12,104
3232,Clay BE A 10,19
3232,Schroder VS 15,92
3233,UET 2,7
3233,Clay BE A 14,61
3233,Schroeder VS 12,66
3233,Clay BE A 10,54
3233,Schroder VS 15,59
3233,Fossey pp,298
3234,Clay BE A 10,74
3234,Schroder VS 15,12
3234,Fossey pp,52ff
3235,UET 2,132
3235,Fossey pp,"398, 749-751"
3236,UET 2,132
3236,Fossey pp,"398, 749-751"
3237,UET 2,408
3237,ARM XV,303'
3237,Clay BE A 14,268
3237,Schroder VS 15,194
3237,Fossey pp,1010-1012
3238,UET 2,408
3238,ARM XV,303'
3238,Clay BE A 14,268
3238,Schroder VS 15,194
3238,Fossey pp,1010-1012
3240,UET 2,38
3240,ARM XV,54
3240,Clay BE A 14,39
3240,Ranke BE A 61,25
3240,Schroeder VS 12,37
3240,Clay BE A 10,36
3240,Schroder VS 15,36
3240,Fossey pp,169-179
3241,UET 2,38
3241,ARM XV,54
3241,Clay BE A 14,39
3241,Ranke BE A 61,25
3241,Schroeder VS 12,37
3241,Clay BE A 10,36
3241,Schroder VS 15,36
3241,Fossey pp,169-179
3242,UET 2,38
3242,ARM XV,54
3242,Clay BE A 14,39
3242,Ranke BE A 61,25
3242,Schroeder VS 12,37
3242,Clay BE A 10,36
3242,Schroder VS 15,36
3242,Fossey pp,169-179
3243,UET 2,38
3243,ARM XV,54
3243,Clay BE A 14,39
3243,Ranke BE A 61,25
3243,Schroeder VS 12,37
3243,Clay BE A 10,36
3243,Schroder VS 15,36
3243,Fossey pp,169-179
3245,UET 2,385a
3248,UET 2,391
3250,Fossey pp,774
3254,UET 2,12
3255,UET 2,12
3257,UET 2,103a
3257,ARM XV,122
3257,Clay BE A 14,95
